year,km_driven,mileage,engine,max_power,torque,max_torque_rpm,name,fuel,seller_type,transmission,owner,seats,selling_price
2011,120000,19.3,1248,73.9,190.0,2000.0,Maruti,Diesel,Individual,Manual,Third Owner,5,300000
2018,15000,15.8,1591,121.3,151.0,4850.0,Hyundai,Petrol,Individual,Manual,First Owner,5,1405000
2017,15000,24.7,796,47.3,69.0,3500.0,Maruti,Petrol,Individual,Manual,First Owner,5,282000
2017,15000,21.21,1197,81.8,113.0,4200.0,Maruti,Petrol,Individual,Automatic,First Owner,5,700000
2012,80000,20.5,1598,103.5,250.0,2500.0,Skoda,Diesel,Individual,Manual,Second Owner,5,290000
2011,80000,18.1,1991,147.9,327.0,2600.0,Chevrolet,Diesel,Individual,Automatic,Second Owner,4,430000
2017,19000,18.6,1197,81.83,114.7,4000.0,Hyundai,Petrol,Individual,Manual,First Owner,5,575000
2017,42000,15.29,1591,121.3,151.0,4850.0,Hyundai,Petrol,Individual,Manual,First Owner,5,875000
2012,120000,23.2,1248,73.94,190.0,2000.0,Maruti,Diesel,Individual,Manual,First Owner,5,229999
2019,10000,19.56,1197,81.8,113.0,4200.0,Toyota,Petrol,Individual,Automatic,First Owner,5,800000
2009,110000,16.5,995,63.0,90.3,4200.0,Chevrolet,Petrol,Individual,Manual,Third Owner,5,60000
2009,110000,15.0,1586,104.68,145.0,4100.0,Maruti,Petrol,Individual,Manual,First Owner,5,150000
2007,90000,23.57,1396,70.0,140.0,3000.0,Tata,Diesel,Individual,Manual,Third Owner,5,100000
2015,90000,15.29,1591,121.3,151.0,4850.0,Hyundai,Petrol,Individual,Manual,First Owner,5,900000
2018,50000,22.54,1396,88.73,219.7,2750.0,Hyundai,Diesel,Individual,Manual,First Owner,5,850000
2014,50000,25.44,936,56.3,142.5,1750.0,Chevrolet,Diesel,Individual,Manual,First Owner,5,220000
2012,120000,22.3,1248,74.0,190.0,3000.0,Tata,Diesel,Individual,Manual,First Owner,5,125000
2017,40000,23.84,1199,84.0,114.0,3500.0,Tata,Petrol,Individual,Manual,First Owner,5,400000
2002,62000,16.1,796,37.0,59.0,2500.0,Maruti,Petrol,Individual,Manual,First Owner,4,50000
2018,10000,17.0,1591,121.3,151.0,4850.0,Hyundai,Petrol,Individual,Manual,First Owner,5,1000000
2014,160000,25.1,1498,98.6,200.0,1750.0,Honda,Diesel,Individual,Manual,First Owner,5,600000
2010,60000,17.0,1197,80.0,111.79581,4000.0,Hyundai,Petrol,Individual,Manual,First Owner,5,250000
2005,60000,18.9,998,67.1,90.0,3500.0,Maruti,Petrol,Individual,Manual,Fourth & Above Owner,5,120000
2014,78000,11.68,2498,112.0,260.0,2200.0,Mahindra,Diesel,Individual,Manual,First Owner,7,390000
2019,30000,20.3,1086,68.0,99.0,4500.0,Hyundai,Petrol,Individual,Manual,First Owner,5,458000
2018,20000,23.0,1498,98.96,205.0,3250.0,Ford,Diesel,Individual,Manual,First Owner,5,950000
2013,70000,22.9,1248,74.0,190.0,2000.0,Maruti,Diesel,Individual,Manual,First Owner,5,400000
2015,70000,18.9,1197,82.0,114.0,4000.0,Hyundai,Petrol,Individual,Automatic,Second Owner,5,400000
2013,80000,13.7,2197,138.1,320.0,2700.0,Tata,Diesel,Individual,Manual,Second Owner,7,450000
2006,90000,12.7,2609,116.6,28.3,1700.0,Mahindra,Diesel,Individual,Manual,First Owner,8,350000
2010,80000,22.07,1199,73.9,180.0,2000.0,Volkswagen,Diesel,Individual,Manual,Fourth & Above Owner,5,250000
2013,146000,15.96,2523,62.1,195.0,2200.0,Mahindra,Diesel,Individual,Manual,Second Owner,7,450000
2013,47200,16.1,796,37.0,59.0,2500.0,Maruti,Petrol,Individual,Manual,Third Owner,4,157000
2018,60000,15.1,2179,152.87,360.0,2800.0,Mahindra,Diesel,Individual,Manual,First Owner,7,1500000
2007,100000,15.3,1193,65.3,102.0,2600.0,Tata,Petrol,Individual,Manual,Second Owner,5,75000
2010,100000,14.8,2499,80.0,19.0,1800.0,Chevrolet,Diesel,Individual,Manual,Second Owner,10,280000
2012,120000,15.3,2956,83.8,250.0,2000.0,Tata,Diesel,Individual,Manual,Fourth & Above Owner,7,250999
2010,80000,12.5,1794,132.0,170.0,4200.0,Toyota,Petrol,Individual,Manual,Second Owner,5,350000
2016,34000,23.01,999,67.0,91.0,4250.0,Renault,Petrol,Individual,Manual,First Owner,5,300000
2017,50000,19.87,1461,83.8,200.0,1750.0,Renault,Diesel,Individual,Manual,First Owner,5,819999
2010,100000,19.61,1405,70.0,135.4,2500.0,Tata,Diesel,Individual,Manual,Second Owner,5,409999
2008,52000,13.9,1599,103.2,14.9,3000.0,Hyundai,Petrol,Individual,Manual,Second Owner,5,275000
2013,110000,20.77,1248,88.76,200.0,1750.0,Maruti,Diesel,Individual,Manual,First Owner,7,497000
2015,70000,18.6,1197,81.83,114.7,4000.0,Hyundai,Petrol,Individual,Manual,First Owner,5,500000
2019,10000,13.8,2999,174.57,380.0,2800.0,Isuzu,Diesel,Individual,Automatic,First Owner,7,2700000
2019,30000,23.0,1498,98.96,205.0,3250.0,Ford,Diesel,Individual,Manual,First Owner,5,975000
2018,15000,20.4,1194,94.93,120.0,4250.0,Ford,Petrol,Individual,Manual,First Owner,5,620000
2019,5000,18.0,1497,117.6,145.0,4600.0,Honda,Petrol,Individual,Automatic,First Owner,5,1227000
2018,40000,23.0,1498,98.96,205.0,3250.0,Ford,Diesel,Individual,Manual,First Owner,5,950000
2019,16500,13.96,1451,141.0,250.0,3600.0,MG,Petrol,Dealer,Automatic,First Owner,5,1700000
2014,110000,20.77,1248,88.76,200.0,1750.0,Maruti,Diesel,Individual,Manual,First Owner,7,545000
2011,72000,22.9,1248,74.0,190.0,2000.0,Maruti,Diesel,Individual,Manual,First Owner,5,400000
2015,60000,27.39,1248,74.0,190.0,2000.0,Maruti,Diesel,Individual,Manual,First Owner,5,562000
1999,100000,14.8,1998,68.0,12.5,3000.0,Mitsubishi,Diesel,Individual,Manual,Third Owner,5,155000
2009,120000,19.3,1248,81.86,153.0,2800.0,Maruti,Diesel,Individual,Manual,Fourth & Above Owner,5,210000
2015,80000,25.01,1498,89.75,204.0,2750.0,Ford,Diesel,Individual,Manual,First Owner,5,590000
2017,30000,20.89,1197,81.8,113.0,4200.0,Maruti,Petrol,Individual,Manual,First Owner,5,484999
2008,219000,12.8,2494,102.0,20.4,1400.0,Toyota,Diesel,Individual,Manual,Second Owner,8,500000
2017,80000,24.7,796,47.3,69.0,3500.0,Maruti,Petrol,Individual,Manual,First Owner,5,300000
2016,80000,28.09,1248,88.5,200.0,1750.0,Maruti,Diesel,Individual,Manual,First Owner,5,750000
2016,35000,20.85,1197,83.14,115.0,4000.0,Maruti,Petrol,Individual,Manual,Second Owner,5,574000
2013,167000,22.3,1248,88.8,200.0,3000.0,Tata,Diesel,Individual,Manual,First Owner,5,200000
2016,94000,19.67,1582,126.2,259.9,2750.0,Hyundai,Diesel,Individual,Manual,First Owner,5,1100000
2012,80000,17.92,1086,62.1,96.1,3000.0,Hyundai,Petrol,Individual,Manual,First Owner,5,350000
1998,100000,16.1,796,37.0,59.0,2500.0,Maruti,Petrol,Individual,Manual,Second Owner,4,70000
2005,90000,13.8,1299,70.0,10.7,2500.0,Ford,Petrol,Individual,Manual,Second Owner,5,120000
2012,246000,12.99,2494,100.0,200.0,3400.0,Toyota,Diesel,Individual,Manual,Second Owner,7,700000
2019,10000,21.4,1197,83.1,115.0,4000.0,Maruti,Petrol,Individual,Manual,First Owner,5,500000
2019,5200,20.3,1199,83.81,114.0,3500.0,Tata,Petrol,Individual,Manual,First Owner,5,600000
2006,120000,17.3,993,60.0,78.0,4500.0,Maruti,Petrol,Individual,Manual,Second Owner,5,100000
2013,90000,22.9,1248,74.0,190.0,2000.0,Maruti,Diesel,Individual,Manual,Second Owner,5,409999
2016,50000,18.0,1497,117.3,145.0,4600.0,Honda,Petrol,Individual,Automatic,First Owner,5,750000
2017,5000,18.9,1197,81.86,113.75,4000.0,Hyundai,Petrol,Individual,Manual,First Owner,5,600000
2018,10500,18.15,1198,82.0,115.0,3600.0,Mahindra,Petrol,Individual,Manual,First Owner,6,550000
2018,26000,19.6,1461,108.45,245.0,1750.0,Renault,Diesel,Individual,Manual,First Owner,5,950000
2006,40000,11.7,1796,178.0,24.5,3500.0,Mercedes-Benz,Petrol,Individual,Manual,First Owner,5,650000
2010,60000,14.53,1798,138.0,173.0,4000.0,Toyota,Petrol,Individual,Manual,Second Owner,5,350000
2015,25000,15.85,1499,110.4,140.0,4400.0,Ford,Petrol,Individual,Manual,First Owner,5,700000
2011,15000,17.5,1298,85.8,114.0,4000.0,Maruti,Petrol,Individual,Manual,First Owner,5,335000
2012,110000,19.3,1248,73.9,190.0,2000.0,Maruti,Diesel,Individual,Manual,First Owner,5,270000
2010,100000,19.3,1248,73.9,190.0,2000.0,Maruti,Diesel,Individual,Manual,Second Owner,5,320000
2007,120000,17.8,1086,63.0,9.8,3000.0,Hyundai,Petrol,Individual,Manual,First Owner,5,120000
2010,55000,12.3,1781,163.2,22.9,1950.0,Audi,Petrol,Individual,Automatic,Second Owner,5,730000
2007,120000,15.0,1586,104.68,145.0,4100.0,Maruti,Petrol,Individual,Manual,Third Owner,5,125000
2007,35000,18.2,1061,64.0,84.0,3500.0,Maruti,Petrol,Individual,Manual,First Owner,5,150000
2018,13000,24.7,796,47.3,69.0,3500.0,Maruti,Petrol,Individual,Manual,First Owner,5,310000
2015,50000,26.59,1248,74.0,190.0,2000.0,Maruti,Diesel,Individual,Manual,First Owner,5,625000
2012,40000,20.36,1197,78.9,111.7,4000.0,Hyundai,Petrol,Individual,Manual,First Owner,5,267000
2016,25000,17.19,1197,81.86,114.73,4000.0,Hyundai,Petrol,Individual,Manual,First Owner,5,600000
2019,5000,23.87,1197,88.5,113.0,4400.0,Toyota,Petrol,Individual,Manual,First Owner,5,700000
2013,50000,16.1,796,37.0,59.0,2500.0,Maruti,Petrol,Individual,Manual,Second Owner,4,121000
2014,80000,18.9,1197,82.0,114.0,4000.0,Hyundai,Petrol,Individual,Manual,Third Owner,5,350000
2012,225000,12.99,2494,100.0,200.0,3400.0,Toyota,Diesel,Individual,Manual,Second Owner,8,869999
2015,70000,19.01,1461,108.5,248.0,2250.0,Nissan,Diesel,Individual,Manual,First Owner,5,750000
2015,100000,15.96,2523,63.0,180.0,1500.0,Mahindra,Diesel,Individual,Manual,First Owner,9,484999
2006,90000,13.1,1493,82.0,187.0,2500.0,Hyundai,Diesel,Individual,Manual,Second Owner,5,120000
2010,225000,14.0,1948,90.0,190.0,2000.0,Tata,Diesel,Individual,Manual,Third Owner,9,150000
2016,90000,15.04,2755,174.5,450.0,2400.0,Toyota,Diesel,Individual,Automatic,First Owner,7,3100000
2019,6500,21.21,1197,81.8,113.0,4200.0,Maruti,Petrol,Individual,Automatic,First Owner,5,750000
2010,80000,11.96,1298,80.0,103.0,4500.0,Maruti,Petrol,Individual,Manual,First Owner,8,350000
2008,100000,12.05,2179,120.0,290.0,2800.0,Mahindra,Diesel,Individual,Manual,Third Owner,7,400000
2015,120000,23.59,1364,67.05,170.0,2400.0,Toyota,Diesel,Individual,Manual,Second Owner,5,570000
2012,120000,21.1,814,55.2,74.5,4000.0,Hyundai,Petrol,Individual,Manual,Second Owner,5,180000
2006,150000,18.7,1896,66.0,210.0,2800.0,Skoda,Diesel,Individual,Manual,Third Owner,5,280000
2005,120000,16.1,1405,70.0,13.5,2500.0,Tata,Diesel,Individual,Manual,Fourth & Above Owner,5,90000
2015,100000,15.26,2143,203.2,500.0,1800.0,Mercedes-Benz,Diesel,Individual,Automatic,Second Owner,5,2600000
2018,63000,15.3,2956,83.83,250.0,2000.0,Tata,Diesel,Individual,Manual,First Owner,7,700000
2016,40000,17.9,2143,136.0,300.0,3000.0,Mercedes-Benz,Diesel,Individual,Automatic,Second Owner,5,1850000
2015,109000,22.7,1498,89.84,204.0,2750.0,Ford,Diesel,Dealer,Manual,First Owner,5,685000
2015,114000,25.2,1248,73.94,190.0,2000.0,Maruti,Diesel,Dealer,Manual,First Owner,5,565000
2014,160000,24.0,1120,70.0,160.0,2750.0,Hyundai,Diesel,Dealer,Manual,Third Owner,5,395000
2013,101000,21.9,1396,88.76,219.6,2750.0,Hyundai,Diesel,Dealer,Manual,First Owner,5,425000
2016,45000,16.38,1995,183.0,400.0,2750.0,Hyundai,Diesel,Dealer,Automatic,Second Owner,5,1950000
2018,31000,24.04,999,67.0,91.0,4250.0,Renault,Petrol,Dealer,Automatic,First Owner,5,535000
2016,55000,20.52,1197,81.8,113.0,4200.0,Maruti,Petrol,Dealer,Manual,First Owner,5,434999
2014,117000,22.32,1582,126.32,259.8,2750.0,Hyundai,Diesel,Dealer,Manual,First Owner,5,700000
2012,108000,17.42,1968,175.0,350.0,3500.0,Volkswagen,Diesel,Dealer,Automatic,First Owner,5,900000
2015,75000,20.52,1197,81.8,113.0,4200.0,Maruti,Petrol,Dealer,Manual,First Owner,5,425000
2011,74000,10.0,2148,170.0,400.0,2800.0,Mercedes-Benz,Diesel,Dealer,Automatic,First Owner,5,1600000
2013,158000,24.4,1499,98.96,215.0,2500.0,Ford,Diesel,Dealer,Manual,First Owner,5,325000
2017,53000,17.6,2179,147.94,320.0,3000.0,Tata,Diesel,Individual,Manual,First Owner,7,980000
2017,20000,16.3,1956,170.0,350.0,2500.0,Jeep,Diesel,Individual,Manual,Second Owner,5,1920000
2020,5000,18.24,999,108.6,175.0,4000.0,Volkswagen,Petrol,Individual,Manual,First Owner,5,808000
2010,64000,19.7,796,46.3,62.0,3000.0,Maruti,Petrol,Individual,Manual,First Owner,5,215000
2016,10500,18.16,1196,86.8,112.0,4000.0,Ford,Petrol,Individual,Manual,First Owner,5,512000
2011,50000,19.7,796,46.3,62.0,3000.0,Maruti,Petrol,Individual,Manual,Second Owner,5,215000
2012,60000,20.5,1598,103.5,250.0,2500.0,Skoda,Diesel,Individual,Manual,First Owner,5,500000
2015,35000,21.14,1498,103.52,250.0,2500.0,Skoda,Diesel,Individual,Manual,First Owner,5,700000
2012,135000,13.93,2179,138.03,320.0,2700.0,Tata,Diesel,Individual,Manual,First Owner,7,525000
2011,70000,12.05,2179,120.0,290.0,2800.0,Mahindra,Diesel,Individual,Manual,Second Owner,9,550000
2017,5000,18.6,1197,81.83,114.7,4000.0,Hyundai,Petrol,Individual,Manual,First Owner,5,675000
2008,80000,17.92,1086,62.1,96.1,3000.0,Hyundai,Petrol,Individual,Manual,Third Owner,5,140000
2011,120000,12.05,2179,120.0,290.0,2800.0,Mahindra,Diesel,Individual,Manual,Second Owner,8,430000
2011,167000,19.3,1248,81.86,153.0,2800.0,Toyota,Petrol,Individual,Manual,First Owner,5,270000
2014,10000,20.51,998,67.04,90.0,3500.0,Maruti,Petrol,Individual,Manual,First Owner,5,300000
2015,35000,22.74,796,47.3,69.0,3500.0,Maruti,Petrol,Individual,Manual,Second Owner,5,180000
2007,50000,15.3,1193,65.3,102.0,2600.0,Tata,Petrol,Individual,Manual,First Owner,5,125000
2006,80000,19.3,1248,81.86,153.0,2800.0,Maruti,Diesel,Individual,Manual,First Owner,5,150000
2006,60898,19.3,1248,81.86,153.0,2800.0,Hyundai,Petrol,Individual,Manual,First Owner,5,95000
2018,29700,25.1,1248,88.5,200.0,1750.0,Maruti,Diesel,Individual,Manual,First Owner,5,810000
2018,20000,18.6,1368,98.63,132.3,4000.0,Hyundai,Petrol,Individual,Automatic,First Owner,5,671000
2018,20000,24.7,796,47.3,69.0,3500.0,Maruti,Petrol,Individual,Manual,First Owner,5,295000
2017,40000,24.52,1248,88.5,200.0,1750.0,Maruti,Diesel,Individual,Manual,First Owner,7,850000
2013,90000,22.9,1248,74.0,190.0,2000.0,Maruti,Diesel,Individual,Manual,First Owner,5,409999
2015,90000,16.02,1373,93.7,130.0,4000.0,Maruti,Petrol,Individual,Manual,First Owner,7,600000
2015,80000,15.96,2523,62.1,195.0,2200.0,Mahindra,Diesel,Individual,Manual,First Owner,7,600000
2012,60000,18.9,998,67.1,90.0,3500.0,Maruti,Petrol,Individual,Manual,Third Owner,5,220000
2014,50000,14.0,2523,75.0,200.0,2200.0,Mahindra,Diesel,Individual,Manual,First Owner,8,650000
2006,74000,13.7,1948,68.0,115.0,2500.0,Tata,Diesel,Individual,Manual,First Owner,7,130000
2014,123000,19.01,1461,108.45,248.0,2250.0,Renault,Diesel,Individual,Manual,First Owner,5,400000
2007,60000,19.3,1248,81.86,153.0,2800.0,Maruti,Petrol,Individual,Manual,Third Owner,5,250000
2013,50000,15.64,1193,64.1,100.0,2700.0,Tata,Petrol,Individual,Manual,First Owner,5,250000
2014,80000,18.9,1197,82.0,114.0,4000.0,Hyundai,Petrol,Individual,Manual,Second Owner,5,400000
2019,10000,19.02,1198,67.05,104.0,4000.0,Datsun,Petrol,Individual,Manual,First Owner,5,500000
2018,10000,20.3,1086,68.0,99.0,4500.0,Hyundai,Petrol,Individual,Automatic,First Owner,5,565000
2018,40000,23.0,1498,98.96,205.0,3250.0,Ford,Diesel,Individual,Manual,First Owner,5,900000
2017,120000,16.5,1493,70.0,195.0,2200.0,Mahindra,Diesel,Individual,Manual,First Owner,7,650000
2013,45000,15.96,2523,62.1,195.0,2200.0,Mahindra,Diesel,Individual,Manual,First Owner,7,600000
2018,35000,28.4,1248,74.02,190.0,2000.0,Maruti,Diesel,Individual,Manual,First Owner,5,800000
2011,80000,15.5,1586,103.3,145.0,4100.0,Maruti,Petrol,Individual,Manual,Third Owner,5,190000
2017,37000,23.0,1498,98.96,205.0,3250.0,Ford,Diesel,Individual,Manual,First Owner,5,750000
2018,22000,21.4,1197,83.1,115.0,4000.0,Maruti,Petrol,Individual,Manual,First Owner,5,625000
2018,60000,22.54,1396,88.73,219.7,2750.0,Hyundai,Diesel,Individual,Manual,Second Owner,5,799000
2017,27000,20.73,1373,91.1,130.0,4000.0,Maruti,Petrol,Individual,Manual,First Owner,5,850000
2012,70000,18.0,995,62.0,90.3,4200.0,Chevrolet,Petrol,Individual,Manual,First Owner,5,130000
2018,35000,16.55,2498,105.0,247.0,2000.0,Mahindra,Diesel,Individual,Manual,First Owner,6,900000
2015,70000,15.4,1997,120.0,280.0,2800.0,Mahindra,Diesel,Individual,Manual,First Owner,7,800000
2015,43000,21.1,814,55.2,74.5,4000.0,Hyundai,Petrol,Individual,Manual,Second Owner,5,250999
2011,110000,15.0,1368,90.0,116.0,4750.0,Tata,Petrol,Individual,Manual,Second Owner,5,250000
2009,100000,15.7,1172,67.0,96.0,2500.0,Fiat,Petrol,Individual,Manual,Second Owner,5,100000
2016,64000,20.4,1197,81.8,113.0,4200.0,Maruti,Petrol,Individual,Manual,First Owner,5,450000
2017,96000,19.87,1461,83.8,200.0,1750.0,Renault,Diesel,Individual,Manual,First Owner,5,575000
2013,96000,20.46,1461,83.8,200.0,1900.0,Renault,Diesel,Individual,Manual,First Owner,5,400000
2019,7600,21.63,998,67.0,90.0,3500.0,Maruti,Petrol,Individual,Manual,First Owner,5,480000
2007,120000,17.0,1405,70.0,13.5,2500.0,Tata,Diesel,Individual,Manual,Second Owner,5,150000
2017,50000,22.95,1248,74.0,190.0,3000.0,Tata,Diesel,Individual,Manual,First Owner,5,600000
2015,50000,24.4,1120,71.0,180.4,2500.0,Hyundai,Diesel,Individual,Manual,Second Owner,5,500000
2015,80000,23.0,1248,88.7,200.0,3000.0,Tata,Diesel,Individual,Manual,First Owner,5,425000
2003,200000,13.1,1493,82.0,187.0,2500.0,Hyundai,Diesel,Individual,Manual,Second Owner,5,108000
2015,190000,12.99,2494,100.6,200.0,3400.0,Toyota,Diesel,Individual,Manual,First Owner,7,1030000
2015,34000,20.51,998,67.04,90.0,3500.0,Maruti,Petrol,Individual,Manual,First Owner,5,360000
2012,80000,16.47,1198,73.9,110.0,3750.0,Volkswagen,Petrol,Individual,Manual,Second Owner,5,290000
2003,20000,15.9,1527,57.0,96.0,2500.0,Maruti,Diesel,Individual,Manual,First Owner,5,70000
2011,200000,12.8,2494,102.0,20.4,1400.0,Toyota,Diesel,Individual,Manual,Second Owner,7,735000
2007,70000,19.81,1086,68.05,99.04,4500.0,Hyundai,Petrol,Individual,Manual,Second Owner,5,190000
2014,80800,12.99,2494,100.6,200.0,3400.0,Toyota,Diesel,Individual,Manual,Second Owner,8,1365000
2018,24265,18.7,1199,88.7,110.0,4800.0,Honda,Petrol,Dealer,Manual,First Owner,5,675000
2014,81000,23.4,1248,74.0,190.0,2000.0,Maruti,Diesel,Dealer,Manual,First Owner,5,438999
2015,240000,19.98,1461,108.5,245.0,1750.0,Renault,Diesel,Individual,Manual,First Owner,7,550000
2013,35000,19.1,1197,85.8,114.0,4000.0,Maruti,Petrol,Individual,Manual,First Owner,5,409999
2019,15000,25.17,799,53.3,72.0,4386.0,Renault,Petrol,Individual,Manual,First Owner,5,350000
2012,49000,25.44,936,57.6,150.0,1750.0,Chevrolet,Diesel,Individual,Manual,Third Owner,5,135000
2016,56900,13.68,2393,147.8,343.0,2800.0,Toyota,Diesel,Individual,Manual,Second Owner,8,1490000
2014,70000,25.2,1248,74.0,190.0,2000.0,Maruti,Diesel,Individual,Manual,Second Owner,5,520000
2010,180000,19.3,1248,73.9,190.0,2000.0,Maruti,Diesel,Individual,Manual,First Owner,5,315000
2010,50000,19.0,998,66.1,90.0,3500.0,Maruti,Petrol,Individual,Manual,First Owner,5,235000
2005,50000,13.2,1495,94.0,12.5,3500.0,Hyundai,Petrol,Individual,Manual,Third Owner,5,80500
2013,88200,23.2,1248,73.94,190.0,2000.0,Maruti,Diesel,Individual,Manual,First Owner,5,375000
2017,120000,25.8,1498,98.6,200.0,1750.0,Honda,Diesel,Individual,Manual,First Owner,5,550000
2011,110000,17.8,1399,68.0,16.3,2000.0,Ford,Diesel,Individual,Manual,Second Owner,5,260000
2016,65000,22.74,796,47.3,69.0,3500.0,Maruti,Petrol,Individual,Manual,Second Owner,5,260000
2015,15000,23.65,1248,88.5,200.0,1750.0,Maruti,Diesel,Individual,Manual,First Owner,5,800000
2010,120000,17.0,1497,118.0,146.0,4800.0,Honda,Petrol,Individual,Manual,Second Owner,5,350000
1999,100000,19.3,1248,81.86,153.0,2800.0,Maruti,LPG,Individual,Manual,Fourth & Above Owner,5,70000
2019,10000,24.3,1248,88.5,200.0,1750.0,Maruti,Diesel,Individual,Manual,First Owner,5,892000
2012,70000,20.3,1248,92.0,209.0,2000.0,Fiat,Diesel,Individual,Manual,Second Owner,5,285000
2012,60000,10.368,1086,68.05,99.04,4500.0,Hyundai,LPG,Individual,Manual,First Owner,5,300000
2016,90000,28.09,1248,88.5,200.0,1750.0,Maruti,Diesel,Individual,Manual,First Owner,5,620000
2016,35000,22.74,796,47.3,69.0,3500.0,Maruti,Petrol,Individual,Manual,First Owner,5,270000
2012,40000,17.92,1086,62.1,96.1,3000.0,Hyundai,Petrol,Individual,Manual,Second Owner,5,300000
2011,80000,23.03,1396,69.0,140.0,3000.0,Tata,Diesel,Individual,Manual,First Owner,5,220000
2012,99000,15.5,1586,103.3,145.0,4100.0,Maruti,Petrol,Individual,Manual,Second Owner,5,260000
2015,60000,23.9,624,37.48,51.0,4000.0,Tata,Petrol,Individual,Manual,First Owner,4,80000
2016,40800,21.1,814,55.2,74.5,4000.0,Hyundai,Petrol,Individual,Manual,First Owner,5,300000
2015,70000,17.57,1193,88.7,140.0,4000.0,Tata,Petrol,Individual,Manual,First Owner,5,300000
2016,100000,18.15,1198,82.0,115.0,3600.0,Mahindra,Petrol,Individual,Manual,First Owner,5,400000
2016,8588,22.0,1197,81.8,113.0,4200.0,Maruti,Petrol,Individual,Manual,First Owner,5,550000
2015,60000,25.83,1498,99.0,215.0,3000.0,Ford,Diesel,Individual,Manual,First Owner,5,500000
2005,80000,15.9,1298,85.0,110.0,4500.0,Maruti,Petrol,Individual,Manual,Third Owner,5,93000
2014,110000,26.0,1498,98.6,200.0,1750.0,Honda,Diesel,Individual,Manual,First Owner,5,500000
2018,150000,23.59,1364,67.05,170.0,2400.0,Toyota,Diesel,Individual,Manual,First Owner,5,670000
2012,120000,12.8,2494,102.0,20.4,1400.0,Toyota,Diesel,Individual,Manual,Second Owner,7,750000
2012,70000,16.1,796,37.0,59.0,2500.0,Maruti,Petrol,Individual,Manual,Second Owner,4,100000
2016,50000,19.81,1086,68.05,99.04,4500.0,Hyundai,Petrol,Individual,Manual,First Owner,5,425000
2006,305000,12.8,2494,102.0,20.4,1400.0,Toyota,Diesel,Individual,Manual,Fourth & Above Owner,8,370000
2009,212000,11.57,2179,138.1,320.0,2700.0,Tata,Diesel,Individual,Manual,Third Owner,7,229999
2010,50000,10.71,1948,90.0,190.0,3000.0,Tata,Diesel,Individual,Manual,First Owner,14,235000
2017,70000,25.5,1498,98.6,200.0,1750.0,Honda,Diesel,Individual,Manual,First Owner,5,700000
2016,50000,22.95,1248,74.0,190.0,3000.0,Tata,Diesel,Individual,Manual,First Owner,5,475000
2015,120000,21.14,1498,103.52,250.0,2500.0,Skoda,Diesel,Individual,Manual,First Owner,5,610000
2015,120000,11.57,2179,138.1,320.0,2700.0,Tata,Diesel,Individual,Manual,First Owner,7,520000
2015,120000,20.77,1248,88.76,200.0,1750.0,Maruti,Diesel,Individual,Manual,Second Owner,7,700000
2017,70000,25.8,1498,98.6,200.0,1750.0,Honda,Diesel,Individual,Manual,Second Owner,5,590000
2002,80000,18.9,998,67.1,90.0,3500.0,Maruti,Petrol,Individual,Manual,Second Owner,5,140000
2017,100000,18.49,1493,100.0,240.0,2800.0,Mahindra,Diesel,Individual,Manual,Second Owner,7,725000
2017,157000,13.68,2393,147.8,343.0,2800.0,Toyota,Diesel,Individual,Manual,First Owner,7,1680000
2012,90000,23.2,1248,73.94,190.0,2000.0,Maruti,Diesel,Individual,Manual,Second Owner,5,240000
2013,65000,14.6,2231,184.0,424.0,2000.0,Chevrolet,Diesel,Individual,Manual,First Owner,7,667000
2015,30000,23.1,998,67.04,90.0,3500.0,Maruti,Petrol,Individual,Manual,First Owner,5,400000
2015,70000,16.02,1373,93.7,130.0,4000.0,Maruti,Petrol,Individual,Manual,First Owner,7,599000
2016,100000,21.38,1396,88.7,219.7,2750.0,Hyundai,Diesel,Individual,Manual,First Owner,5,725000
2015,120000,17.4,1497,117.3,145.0,4600.0,Honda,Petrol,Individual,Manual,Second Owner,5,525000
2012,110000,21.0,1199,75.0,180.0,2000.0,Skoda,Diesel,Individual,Manual,First Owner,5,190000
2015,60000,24.0,1120,70.0,160.0,2750.0,Hyundai,Diesel,Individual,Manual,Fourth & Above Owner,5,310000
2016,90000,24.0,1120,70.0,160.0,2750.0,Hyundai,Diesel,Individual,Manual,Second Owner,5,380000
2012,110000,20.92,998,67.1,90.0,3500.0,Maruti,Petrol,Individual,Manual,Third Owner,5,204000
2018,25000,20.3,998,68.05,94.14,3500.0,Hyundai,Petrol,Individual,Manual,First Owner,5,350000
2013,100000,20.54,1598,103.6,250.0,2500.0,Volkswagen,Diesel,Individual,Manual,First Owner,5,350000
2012,120000,20.0,1399,68.0,160.0,2000.0,Ford,Diesel,Individual,Manual,Second Owner,5,175000
2011,90000,20.54,1598,103.6,250.0,2500.0,Volkswagen,Diesel,Individual,Manual,First Owner,5,340000
2017,35000,17.4,1497,117.6,145.0,4600.0,Honda,Petrol,Individual,Manual,First Owner,5,950000
2017,35000,17.8,1497,117.3,145.0,4600.0,Honda,Petrol,Individual,Manual,First Owner,5,894999
2014,101200,15.3,2956,83.83,250.0,2000.0,Tata,Diesel,Individual,Manual,Second Owner,7,350000
2005,90000,12.8,1396,85.0,12.0,3500.0,Tata,Petrol,Individual,Manual,Second Owner,5,100000
